key,section,hu_text,de_text,de_status
mystery-shopping-helyszini-audit:serviceDetail.hero.cta,cta.hero,Ajánlatkérés,Angebot anfordern,translated_draft
mystery-shopping-helyszini-audit:SERVICE_QUOTE_COPY.hu.button,cta.embedded.collapsedButton,Ajánlatkérés,Angebot anfordern,translated_draft
rendezvenybiztositas:seoTitleHu,meta.title,Rendezvénybiztosítás | Avenir,Veranstaltungssicherheit | Avenir,translated_draft
rendezvenybiztositas:seoDescriptionHu,meta.description,"Rendezvénybiztosítás beléptetéssel, vendég- és közönségáramlás támogatásával, zónakezeléssel, incidensjelzéssel és szervezői kapcsolattartással.","Veranstaltungssicherheit mit Zutrittskontrolle, Unterstützung der Gäste- und Besucherströme, Zonenmanagement, Vorfallmeldung und Kontakt zur Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:nameHu,hero.h1,Rendezvénybiztosítás,Veranstaltungssicherheit,translated_draft
rendezvenybiztositas:valuePropositionHu,hero.subhead,"A rendezvénybiztosítás célja, hogy a beléptetés, a vendég- és közönségáramlás, a zónakezelés, a konfliktusmegelőzés és az incidenskezelés vállalati, zártkörű és nyilvános eseményeken is egyeztetett keretben működjön.","Ziel der Veranstaltungssicherheit ist, dass Zutrittskontrolle, Gäste- und Besucherströme, Zonenmanagement, Konfliktprävention und Vorfallbearbeitung bei Firmen-, geschlossenen und öffentlichen Veranstaltungen in einem abgestimmten Rahmen funktionieren.",translated_draft
rendezvenybiztositas:PILOT_HU.longDesc.body.0,body.1,"A rendezvénybiztosítás nem kizárólag vállalati vagy zártkörű eseményekre vonatkozik. A rendezvény jellegétől függően az Avenir támogatja a beléptetést, a vendég- vagy közönségáramlás kezelését, a zárt területek és zónák kezelését, a peremterületek felügyeleti rendjét, a konfliktusmegelőzést, az incidensrögzítést és a szervező által meghatározott eszkalációs folyamatot.","Veranstaltungssicherheit beschränkt sich nicht auf Firmen- oder geschlossene Veranstaltungen. Je nach Charakter der Veranstaltung unterstützt Avenir die Zutrittskontrolle, die Lenkung der Gäste- oder Besucherströme, das Management geschlossener Bereiche und Zonen, die Überwachungsordnung der Randbereiche, die Konfliktprävention, die Vorfallerfassung und den von der Veranstaltungsleitung festgelegten Eskalationsprozess.",translated_draft
rendezvenybiztositas:PILOT_HU.longDesc.body.1,body.2,"A vállalati és zártkörű eseményeknél ide tartozhatnak konferenciák, üzleti találkozók, kiállítások, termékbemutatók, VIP-, backstage- vagy más zárt területek. Nyilvános eseményeknél, fesztiváloknál, koncerteknél, sporteseményeknél és kulturális programoknál a hangsúly a közönségáramlás, a több belépési pont, a zónák és a szervezői kapcsolattartási lánc egyeztetett működésére kerül.","Bei Firmen- und geschlossenen Veranstaltungen können dazu Konferenzen, Geschäftstreffen, Ausstellungen, Produktpräsentationen sowie VIP-, Backstage- oder andere geschlossene Bereiche gehören. Bei öffentlichen Veranstaltungen, Festivals, Konzerten, Sportveranstaltungen und Kulturprogrammen liegt der Schwerpunkt auf dem abgestimmten Zusammenspiel von Besucherströmen, mehreren Zutrittspunkten, Zonen und der Kontaktkette zur Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.longDesc.body.2,body.3,"A cél nem az, hogy általános garanciát adjunk minden helyzetre, hanem hogy a rendezvény ideje alatt átlátható biztonsági keret működjön: beléptetés támogatásával, vendég- vagy közönségáramlás kezelésével, konfliktusmegelőző jelenléttel, incidensrögzítéssel, eszkalációs renddel és rendezvényzáró visszajelzéssel.","Ziel ist nicht, eine allgemeine Garantie für jede Situation zu geben, sondern dass während der Veranstaltung ein transparenter Sicherheitsrahmen funktioniert: mit Unterstützung der Zutrittskontrolle, Lenkung der Gäste- oder Besucherströme, konfliktpräventiver Präsenz, Vorfallerfassung, Eskalationsordnung und einer Rückmeldung zum Veranstaltungsabschluss.",translated_draft
rendezvenybiztositas:hu.serviceDetail.useCasesEyebrow,useCases.eyebrow,KINEK AJÁNLJUK,EMPFOHLEN FÜR,translated_draft
rendezvenybiztositas:hu.serviceDetail.useCasesTitle,useCases.title,Kinek jó,Für wen geeignet,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.0,useCases.0,"Vállalati rendezvények, konferenciák és üzleti események","Firmenveranstaltungen, Konferenzen und Geschäftsevents",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.1,useCases.1,"Zártkörű események, termékbemutatók és kiállítások","Geschlossene Veranstaltungen, Produktpräsentationen und Ausstellungen",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.2,useCases.2,Fesztiválok és szabadtéri kulturális rendezvények,Festivals und Open-Air-Kulturveranstaltungen,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.3,useCases.3,Koncertek és beltéri nyilvános előadások,Konzerte und öffentliche Indoor-Veranstaltungen,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.4,useCases.4,Sportesemények és tornák,Sportveranstaltungen und Turniere,translated_draft
rendezvenybiztositas:PILOT_HU.useCases.5,useCases.5,"VIP-, backstage-, zárt vagy kiemelt területekkel rendelkező rendezvények","Veranstaltungen mit VIP-, Backstage-, geschlossenen oder besonders geschützten Bereichen",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.6,useCases.6,"Több belépési ponttal, közönségáramlással vagy szervezői koordinációval járó események","Events mit mehreren Zutrittspunkten, Besucherströmen oder Koordinationsbedarf mit der Veranstaltungsleitung",translated_draft
rendezvenybiztositas:PILOT_HU.useCases.7,useCases.7,Incidensrögzítést és eszkalációs keretet igénylő rendezvények,"Veranstaltungen, die Vorfallerfassung und einen Eskalationsrahmen erfordern",translated_draft
rendezvenybiztositas:hu.serviceDetail.includedEyebrow,included.eyebrow,TARTALOM,LEISTUNGSUMFANG,translated_draft
rendezvenybiztositas:hu.serviceDetail.includedTitle,included.title,Mit tartalmaz,Was enthalten ist,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.0,includedItems.0,Beléptetés és belépési pontok kezelése,Zutrittskontrolle und Management der Zutrittspunkte,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.1,includedItems.1,Vendég- és közönségáramlás támogatása,Unterstützung der Gäste- und Besucherströme,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.2,includedItems.2,"Zónák, peremterületek és zárt területek kezelése","Management von Zonen, Randbereichen und geschlossenen Bereichen",translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.3,includedItems.3,"VIP-, backstage- vagy kiemelt területek támogatása, ha a rendezvény jellege indokolja","Betreuung von VIP-, Backstage- oder besonders geschützten Bereichen, sofern der Veranstaltungscharakter dies erfordert",translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.4,includedItems.4,Konfliktusmegelőzés és incidenseszkaláció,Konfliktprävention und Vorfalleskalation,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.5,includedItems.5,Incidensrögzítés és rendezvénybiztosítási jelentés,Vorfallerfassung und Bericht zur Veranstaltungssicherheit,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.6,includedItems.6,Több belépési pont kezelése nyilvános vagy nagyobb létszámú eseményeken,Management mehrerer Zutrittspunkte bei öffentlichen oder größeren Veranstaltungen,translated_draft
rendezvenybiztositas:PILOT_HU.includedItems.7,includedItems.7,Kapcsolattartás a szervező által meghatározott felelősökkel és eszkalációs pontokkal,Kontakt zu den von der Veranstaltungsleitung benannten Verantwortlichen und Eskalationspunkten,translated_draft
rendezvenybiztositas:hu.serviceDetail.processEyebrow,process.eyebrow,FOLYAMAT,ABLAUF,translated_draft
rendezvenybiztositas:hu.serviceDetail.processTitle,process.title,Hogyan indul az együttműködés,So startet die Zusammenarbeit,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.0.title,processSteps.0.title,Rendezvény scope és helyszíni igények egyeztetése,Abstimmung von Veranstaltungsumfang und Standortbedarf,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.0.body,processSteps.0.body,"Rögzítjük a rendezvény típusát, időtartamát, várható vendég- vagy közönségáramlását, helyszíni adottságait, zónáit és a szervezői elvárásokat.","Wir erfassen Art und Dauer der Veranstaltung, die erwarteten Gäste- oder Besucherströme, die örtlichen Gegebenheiten, die Zonen und die Erwartungen der Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.1.title,processSteps.1.title,"Belépési pontok, zónák és szervezői kapcsolattartás feltérképezése","Erfassung von Zutrittspunkten, Zonen und Kontaktwegen zur Veranstaltungsleitung",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.1.body,processSteps.1.body,"Áttekintjük a beléptetési pontokat, zárt vagy kiemelt területeket, vendég- vagy közönségáramlási irányokat, peremterületeket és a szervezői kapcsolattartási rendet.","Wir prüfen die Zutrittspunkte, geschlossene oder besonders geschützte Bereiche, die Richtungen der Gäste- oder Besucherströme, die Randbereiche und die Kontaktordnung der Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.2.title,processSteps.2.title,Biztonsági személyzeti és eszkalációs rend kialakítása,Gestaltung der Personal- und Eskalationsordnung,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.2.body,processSteps.2.body,"A szükséges biztonsági jelenlétet, jogosultsági pontokat, kapcsolattartási láncot és incidensjelzési rendet az esemény scope-ja és szerződéses keretei alapján határozzuk meg.","Die erforderliche Sicherheitspräsenz, die Berechtigungspunkte, die Kontaktkette und die Vorfallmeldeordnung legen wir auf Grundlage des Veranstaltungsumfangs und der vertraglichen Rahmenbedingungen fest.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.3.title,processSteps.3.title,"Rendezvény alatti beléptetési, zónakezelési és incidensjelzési támogatás","Unterstützung von Zutrittskontrolle, Zonenmanagement und Vorfallmeldung während der Veranstaltung",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.3.body,processSteps.3.body,"A rendezvény alatt a biztonsági személyzet a beléptetés, a zónakezelés, a vendég- vagy közönségáramlás és az incidensjelzés egyeztetett rendjét támogatja.","Während der Veranstaltung unterstützt das Sicherheitspersonal die abgestimmte Ordnung von Zutrittskontrolle, Zonenmanagement, Gäste- oder Besucherströmen und Vorfallmeldung.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.4.title,processSteps.4.title,"Események, eltérések és beavatkozások dokumentálása","Dokumentation von Ereignissen, Abweichungen und Eingriffen",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.4.body,processSteps.4.body,"A releváns eseményeket, eltéréseket és beavatkozásokat a megrendelővel egyeztetett dokumentálási szint szerint rögzítjük.","Die relevanten Ereignisse, Abweichungen und Eingriffe erfassen wir nach dem mit dem Auftraggeber abgestimmten Dokumentationsumfang.",translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.5.title,processSteps.5.title,Rendezvényzáró visszajelzés és fejlesztési javaslatok egyeztetése,Abschlussrückmeldung und Abstimmung von Verbesserungsvorschlägen,translated_draft
rendezvenybiztositas:PILOT_HU.processSteps.5.body,processSteps.5.body,"A rendezvényt követően összefoglalható, mi működött jól, hol volt eltérés, és milyen módosítás segítheti a következő esemény működését.","Nach der Veranstaltung lässt sich zusammenfassen, was gut funktioniert hat, wo es Abweichungen gab und welche Anpassungen den Ablauf der nächsten Veranstaltung unterstützen können.",translated_draft
rendezvenybiztositas:hu.serviceDetail.trustEyebrow,trust.eyebrow,MIÉRT BÍZHAT BENNÜNK,WARUM SIE UNS VERTRAUEN KÖNNEN,translated_draft
rendezvenybiztositas:hu.serviceDetail.trustTitle,trust.title,Bizalmi elemek,Vertrauenselemente,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.0.title,trustItems.0.title,Rendezvényre szabott biztosítási terv,Auf die Veranstaltung zugeschnittenes Sicherheitskonzept,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.0.body,trustItems.0.body,"A biztonsági jelenlét, a belépési pontok, a zónák, a vendég- vagy közönségáramlás és az eszkalációs útvonalak a rendezvény típusához és az egyeztetett scope-hoz igazodnak.","Sicherheitspräsenz, Zutrittspunkte, Zonen, Gäste- oder Besucherströme und Eskalationswege richten sich nach dem Veranstaltungstyp und dem vereinbarten Umfang.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.1.title,trustItems.1.title,Közönségáramlás és belépési pontok kezelése,Management von Besucherströmen und Zutrittspunkten,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.1.body,trustItems.1.body,"A beléptetés, a vendég- vagy közönségmozgás és a több belépési pont kezelése a rendezvény elrendezéséhez, várható forgalmához és a szervező által meghatározott szabályokhoz igazodik.","Zutrittskontrolle, Gäste- oder Besucherbewegungen und das Management mehrerer Zutrittspunkte richten sich nach dem Veranstaltungslayout, dem erwarteten Aufkommen und den Regeln der Veranstaltungsleitung.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.2.title,trustItems.2.title,"Zónák, peremterületek és zárt területek kezelése","Management von Zonen, Randbereichen und geschlossenen Bereichen",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.2.body,trustItems.2.body,"A VIP-, backstage-, zárt, kiemelt vagy peremterületek kezelése az egyeztetett rendezvénybiztosítási terv és belépési szabályok szerint történik.","VIP-, Backstage-, geschlossene, besonders geschützte oder Randbereiche werden nach dem vereinbarten Sicherheitskonzept und den Zutrittsregeln betreut.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.3.title,trustItems.3.title,Incidensrögzítés és szervezői eszkaláció,Vorfallerfassung und Eskalation an die Veranstaltungsleitung,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.3.body,trustItems.3.body,"Az incidensek, eltérések és eszkalációs igények rögzítése és kezelése a szervező által meghatározott kapcsolattartási és eszkalációs lánc szerint történik.","Vorfälle, Abweichungen und Eskalationsbedarfe werden nach der von der Veranstaltungsleitung festgelegten Kontakt- und Eskalationskette erfasst und bearbeitet.",translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.4.title,trustItems.4.title,Egy kijelölt felelős kapcsolattartási pont,Ein benannter verantwortlicher Kontaktpunkt,translated_draft
rendezvenybiztositas:PILOT_HU.trustItems.4.body,trustItems.4.body,"A szervező kijelölt rendezvénybiztonsági kapcsolattartási pontot kap a koordinációhoz, a jelentéshez és az eseménynapi kommunikációhoz.","Die Veranstaltungsleitung erhält einen benannten Sicherheitskontaktpunkt für Koordination, Berichterstattung und die Kommunikation am Veranstaltungstag.",translated_draft
